,Restaurant Name,Place Type,Cuisines,Cuisine Regionality,Price for 2,Restaurant Address,Restaurant Rating,Restaurant Review,City,Province,Latitude,Longitude
6718,Kedai Babeh Kumis,['Quick Bites'],['Makanan Jalanan'],['Indonesia'],100000,"Jl. Lenteng Agung Raya No. 9B, Jagakarsa, Jakarta",3.3,4,Jakarta Selatan,DKI Jakarta,-6.311215,106.838729
6719,Ayam Bakar Pamul,['Quick Bites'],"['Ayam', 'Bubur']","['Asia', 'Indonesia']",90000,"Jl. Raya Lapangan Tembak No. 15, Cibubur, Jakarta",2.9,6,Jakarta Timur,DKI Jakarta,-6.3520954255,106.889988519
6720,Cium - Cium Lounge & Bar - Aston Marina Hotel,"['Lounge', 'Casual Dining', 'Bar']",['Kopi'],"['Eropa', 'Barat', 'Asia']",250000,"Aston Marina Mediterania, Tower A, Jl. Lodan Raya No. 2A, Ancol, Jakarta",2.6,5,Jakarta Utara,DKI Jakarta,-6.1299707363,106.829481571
6721,Ayam Bakar Sari Roso,['Quick Bites'],"['Ayam', 'Soto']",['Jawa'],60000,"Jl. Dasa Dharma No. 30, Rawalumbu, Bekasi",3.4,10,Bekasi Kota,Jawa Barat,-6.2760158709,107.00001508
6722,RM. Tonglila,['Quick Bites'],['Kopi'],"['Jawa', 'Indonesia']",80000,"Ruko East Point, Jl. Caman Raya, Pondok Gede, Bekasi",3.3,5,Bekasi Kota,Jawa Barat,-6.253339,106.952268
6723,Cafe Sirih - Millennium Hotel Sirih,"['Casual Dining', 'Kafe']",['Kopi'],"['Barat', 'Indonesia', 'Jawa', 'No Region', 'Chinese']",400000,"Millennium Hotel Sirih, Jl. Fachrudin No. 3, Tanah Abang, Jakarta",3.3,21,Jakarta Pusat,DKI Jakarta,-6.18275,106.816732
6724,Golden Palace Suki & Oriental - Blue Sky Hotel,['Casual Dining'],['Kopi'],['Chinese'],450000,"Blue Sky Hotel, Jl. K. S. Tubun Raya No. 19, Slipi, Jakarta",2.4,8,Jakarta Pusat,DKI Jakarta,-6.19985,106.801905
6725,Sakmenikon Kopi,['Quick Bites'],"['Kopi', 'Minuman']","['No Region', 'Indonesia']",150000,"Jl. Ciragil 1 No. 23, Senopati, Jakarta",3.2,21,Jakarta Selatan,DKI Jakarta,-6.2373218339,106.808909699
6726,Pondok Kenali,['Food Court'],['Kopi'],['Indonesia'],100000,"Food Colony, Jl. HR.. Rasuna Said, Kuningan, Jakarta",3.1,4,Jakarta Selatan,DKI Jakarta,-6.221476999999998,106.833534
6727,Bakwan Gedongan,['Food Court'],"['Bakso', 'Snacks']",['Indonesia'],80000,"Summarecon Mall Serpong, Lantai 2, Food Temptation, Jl. Boulevard Gading Serpong, Serpong Utara, Tangerang",3.0,6,Tangerang Kabupaten,Banten,-6.24031,106.628468
6728,Banacreamy,['Quick Bites'],"['Desserts', 'Ice Cream']",['Indonesia'],50000,"Jl. KH. Wahid Hasyim No. 17A, Menteng, Jakarta",3.5,7,Jakarta Pusat,DKI Jakarta,-6.185942,106.83202
6729,Mie Ayam Global (Grobagan),['Food Court'],"['Ayam', 'Bakmi']","['Jawa', 'Indonesia']",40000,"Sentra Bazaar Cinere, Lantai Ground, Food Court, Jl. Cinere Raya, Cinere, Depok",3.6,4,Depok,Jawa Barat,-6.3334730000000015,106.783832
6730,Nasi Kuning Banjir Sukabumi,['Quick Bites'],['Kopi'],['Indonesia'],60000,"Brewoks Food Court SDC, Jalan Scientia Boulevard, Curug Sangereng, Kec. Klp. Dua, Tangerang, Banten 15810",3.8,4,Tangerang Kabupaten,Banten,-6.258074,106.61628799999998
6731,Mommy's Kitchen,['Quick Bites'],['Kopi'],['Indonesia'],80000,"Jl. Mesjid No. 16A, Pondok Gede, Bekasi",3.2,11,Bekasi Kota,Jawa Barat,-6.2676940000000005,106.924908
6732,Dobel Coklat,['Toko Kue & Roti'],['Kue & Roti'],['Indonesia'],300000,"Jl. Jatiwaringin No. 7, Pondok Gede, Bekasi",3.5,6,Jakarta Timur,DKI Jakarta,-6.253352,106.909252
6733,Pempek Flamboyan,['Quick Bites'],['Pempek'],"['Palembang', 'Indonesia']",70000,"Jl. Caman Raya No. 168 B, Pondok Gede, Bekasi",3.8,7,Bekasi Kota,Jawa Barat,-6.260553,106.947765
6734,Fable,['Bar'],['Hanya Minuman'],['Indonesia'],450000,"Fairgrounds, SCBD Lot 14, Jl. Jenderal Sudirman, SCBD, Jakarta",4.1,312,Jakarta Selatan,DKI Jakarta,-6.2267410000000005,106.807328
6735,Diskusi Kopi,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Barat', 'Itali', 'Asia']",160000,"Jl. Halimun Raya No. 11B, Manggarai, Jakarta",4.0,127,Jakarta Selatan,DKI Jakarta,-6.206621,106.833884
6736,Omah Pawon,['Casual Dining'],['Kopi'],['Jawa'],200000,"Jl. Ampera Raya No. 2, Cilandak, Jakarta",3.0,28,Jakarta Selatan,DKI Jakarta,-6.29061,106.817222
6737,Yakinikyu,['Casual Dining'],"['Grill House', 'Barbekyu']",['Jepang'],200000,"Jl. Buaran Raya No. 104 - 108, Klender, Jakarta",2.7,7,Jakarta Timur,DKI Jakarta,-6.2203323617,106.92274231399999
6738,Martabak Kari Palembang H. Abdoel Razak,['Quick Bites'],['Martabak'],"['Palembang', 'Indonesia']",100000,"Jl. Biak No. 29 C, Roxy, Jakarta",3.8,63,Jakarta Pusat,DKI Jakarta,-6.1672410000000015,106.808162
6739,BarBarRibs,['Casual Dining'],['Steak'],['Indonesia'],250000,"Mahaka Square, Lantai Ground, Jl. Kelapa Nias Raya, Kelapa Gading, Jakarta",3.7,41,Jakarta Utara,DKI Jakarta,-6.149406,106.903117
6740,Sushi Box,['Quick Bites'],['Sushi'],['Jepang'],100000,"Jl. Tebet Timur Dalam Raya No. 31, Tebet, Jakarta",3.2,22,Jakarta Selatan,DKI Jakarta,-6.2322760000000015,106.856048
6741,ORVIA,"['Quick Bites', 'Kafe']",['Kopi'],"['Jawa', 'Indonesia']",150000,"Jl. Raya Kalimalang, Blok A20 No. 1B-C, Kalimalang, Jakarta",3.9,216,Jakarta Timur,DKI Jakarta,-6.2484003238,106.932956501
6742,K-Kitchen,['Food Court'],['Kopi'],['Korea'],150000,"Senayan City, Lantai 5, Delicaé, Jl. Asia Afrika, Senayan, Jakarta",3.8,265,Jakarta Pusat,DKI Jakarta,-6.2269760327,106.79692860600001
6743,1922 X-Bank Coffee Shop,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Indonesia']",100000,"Jl. Raden Inten II No. 82 A-B, Duren Sawit, Jakarta",3.1,15,Jakarta Timur,DKI Jakarta,-6.246186,106.91956299999998
6744,Saung Pak Ewok,['Quick Bites'],['Jus'],"['Sunda', 'Indonesia']",80000,"Jl. Prof. DR. H. Andi Hakim Nasoetion No. 15, Bogor Tengah, Bogor",3.5,6,Bogor Kota,Jawa Barat,-6.5991716409000025,106.807003319
6745,Seafood Mulyono 94,['Kaki Lima'],['Seafood'],['Asia'],130000,"Jl. Hidup Baru 1 No.13, Gunung Sahari, Jakarta",3.9,135,Jakarta Utara,DKI Jakarta,-6.139868,106.835593
6746,Warung Steak 76,['Quick Bites'],"['Tea', 'Steak']","['No Region', 'Barat', 'Indonesia']",70000,"Jl. KH Syahdan No. 45, Palmerah, Jakarta",3.5,95,Jakarta Barat,DKI Jakarta,-6.200916,106.784154
6747,Pujangga Steak & Coffee,['Kafe'],"['Kopi', 'Tea', 'Steak', 'Minuman']","['No Region', 'Barat']",200000,"Jl. Buaran Raya No. 11, Klender, Jakarta",2.5,42,Jakarta Timur,DKI Jakarta,-6.2203850234,106.920719929
6748,Yorichi BBQ & Shabu Shabu,['Casual Dining'],['Barbekyu'],"['Korea', 'Chinese', 'Indonesia']",250000,"Jl. Ahmad Adnawijaya No. 108, Bogor Utara, Bogor",2.6,36,Bogor Kota,Jawa Barat,-6.584402000000001,106.816928
6749,Adara Coffee,['Kafe'],"['Kopi', 'Minuman']",['No Region'],100000,"Jl. Ciater Raya 41, Serpong, Tangerang",3.5,37,Tangerang Selatan,Banten,-6.315347858099999,106.70287191799999
6750,Saung Sedap Rasa,['Quick Bites'],['Kopi'],['Sunda'],70000,"Jl. Percetakan Negara No. 78, Cempaka Putih, Jakarta",3.0,6,Jakarta Pusat,DKI Jakarta,-6.1903939723,106.858576163
6751,Owan Kitchen,['Quick Bites'],['Kopi'],"['Itali', 'Barat']",150000,"Jl. Panjang Arteri Kelapa Dua No. 1, Kebon Jeruk, Jakarta 11530",2.8,30,Jakarta Barat,DKI Jakarta,-6.19947,106.768829
6752,Pawon Seafood Mas Cahyo CO,['Quick Bites'],['Seafood'],"['Jawa', 'Asia']",150000,"Jl. Krekot Bunder Raya No. 72, Pasar Baru, Jakarta",3.7,46,Jakarta Pusat,DKI Jakarta,-6.158616,106.831818
6753,de Pluit,['Casual Dining'],['Kopi'],['Chinese'],150000,"Jl. Muara Karang Raya No. 12, Muara Karang, Jakarta",3.4,68,Jakarta Utara,DKI Jakarta,-6.116384,106.778916
6754,Warkop Yang Dirindukan,['Quick Bites'],"['Kopi', 'Makanan Jalanan']",['Indonesia'],60000,"Jl. I Gusti Ngurah Rai, Bekasi Barat, Bekasi",3.0,18,Bekasi Kota,Jawa Barat,-6.220029,106.954317
6755,Martabak Sinar Bulan,['Kaki Lima'],['Martabak'],['Indonesia'],100000,"Loksem Muwardi, Jl. Muwardi 2, Grogol, Jakarta",4.0,65,Jakarta Barat,DKI Jakarta,-6.16449,106.796975
6756,Soto Kuning Pak M. Yusuf,['Quick Bites'],['Soto'],"['Sunda', 'Indonesia']",90000,"Jl. Suryakencana, Bogor Tengah, Bogor",3.8,96,Bogor Kota,Jawa Barat,-6.6092647615999995,106.803737059
6757,Lichick,['Quick Bites'],"['Ayam', 'Makanan Jalanan']",['Indonesia'],50000,"Jakarta Fruit Market, Jl. Green Ville Blok AS No. 26, Green Ville, Jakarta",3.2,16,Jakarta Barat,DKI Jakarta,-6.1693760000000015,106.772548
6758,Kafe Lumpia Semarang,"['Quick Bites', 'Kafe']",['Minuman'],"['Jawa', 'Indonesia']",180000,"Jl. Cempaka Putih Tengah 27 No. 12, Cempaka Putih, Jakarta",3.7,41,Jakarta Pusat,DKI Jakarta,-6.174837645399999,106.87224637700001
6759,Bunga Pepaya,['Casual Dining'],['Seafood'],['Manado'],230000,"Jl. RP. Soeroso No. 16, Menteng, Jakarta",3.9,138,Jakarta Pusat,DKI Jakarta,-6.189181,106.835775
6760,Supure Chicken,['Casual Dining'],"['Ayam', 'Makanan Sehat']",['Korea'],200000,"Jl. Wolter Monginsidi, Senopati, Jakarta",3.2,14,Jakarta Selatan,DKI Jakarta,-6.2393365766999995,106.809278838
6761,Three Beans Coffee & Kitchen,['Kafe'],"['Kopi', 'Minuman']",['No Region'],150000,"Jl. Perjuangan No. 19A, Kebon Jeruk, Jakarta",3.7,22,Jakarta Barat,DKI Jakarta,-6.196153,106.763896
6762,Kwetiau Peng Hie,['Quick Bites'],['Kopi'],['Chinese'],80000,"Ruko Taman Nyiur, Blok M No. 18, Jl. Danau Sunter Utara, Sunter, Jakarta",3.8,98,Jakarta Utara,DKI Jakarta,-6.137523000000002,106.870099
6763,Oakroom,['Casual Dining'],['Kopi'],"['Barat', 'Indonesia']",400000,"Oakwood, Lantai 3, Jl. Lingkar Mega Kuningan",3.0,36,Jakarta Selatan,DKI Jakarta,-6.227562,106.825428
6764,Bupe Resto,['Casual Dining'],['Seafood'],"['Manado', 'Jawa', 'Bali']",200000,"Jl. Cilenggang 1 No. 53A, Serpong, Tangerang",3.5,41,Tangerang Selatan,Banten,-6.3098980000000005,106.669692
6765,Waroeng Ena' Ena',['Quick Bites'],['Kopi'],['Indonesia'],80000,"Ruko Victory Square, Jl. Raya Buaran, Setu, Tangerang",2.0,4,Tangerang Selatan,Banten,-6.3421,106.687196
6766,Dapur Mie,['Quick Bites'],['Bakmi'],['Indonesia'],80000,"Kalibata City Square, Tower Kemuning, Jl. Kalibata Raya No. 1, Kalibata, Jakarta",2.6,9,Jakarta Selatan,DKI Jakarta,-6.256348,106.852377
6767,Warung Uncle Jo,['Quick Bites'],['Kopi'],['Indonesia'],80000,"Ruko Cordoba, Blok D No 7-8, Jl. Green Lake City Boulevard, Cipondoh, Tangerang",3.4,63,Tangerang Kota,Banten,-6.1852714681,106.704572774
6768,KITA Steamboat & Yakiniku,['Quick Bites'],['Tea'],"['No Region', 'Jepang']",100000,"Ruko Grand Galaxy City, Jl. Boulevard Raya Barat, Blok RGA No.59 Bekasi Selatan, Jakarta",3.4,59,Bekasi Kota,Jawa Barat,-6.276207,106.974399
6769,Open Door,"['Casual Dining', 'Bar']",['Kopi'],"['Barat', 'Indonesia', 'Asia']",200000,"Apartemen Royal Mediterania Garden, Lobby Utama, Jl. Letjen S. Parman, Tanjung Duren, Jakarta 11470",3.6,149,Jakarta Barat,DKI Jakarta,-6.17659063,106.78917031700001
