Restaurant Name,Restaurant Area,Restaurant Address,Latitude,Longitude,Province,City,District/Kecamatan
Alpen Apple Pie,Pondok Indah,"Jl. Radio Dalam Raya No. 15, Pondok Indah, Jakarta",-6.2586783798,106.78943920799999,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Bakmi Salemba 43,Senen,"Jl. Salemba Tengah No. 45, Senen, Jakarta",-6.193181196499999,106.85316246,DKI Jakarta,Jakarta Pusat,Senen
Nampan Bistro,Pasar Minggu,"Jl. Raya Pasar Minggu No. 72, Pasar Minggu, Jakarta",-6.267524,106.845522,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Kopi Tuli,Mampang Prapatan,"Kindo Square, Blok A No. 9, Jl. Duren Tiga Raya No. 101, Mampang Prapatan, Jakarta",-6.254123,106.834328,DKI Jakarta,Jakarta Selatan,Pancoran
Bubur Ayam Apjay,Dharmawangsa,"Jl. Panglima Polim Raya No. 22, Dharmawangsa, Jakarta",-6.2500920726,106.79959673399999,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Rumah Makan Kalimantan,Cisarua,"Jl. Raya Pacet No. 24, Cisarua, Bogor",-6.742422,107.046695,Jawa Barat,Cianjur,Pacet
Teppan-Yaki Yoneboh,Melawai,"Jl. Panglima Polim Raya, Melawai, Jakarta",-6.2446871894000004,106.798310615,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Nasi Goreng Rawit,Senopati,"Jl. Daksa II No. 22, Senopati, Jakarta",-6.2342688756,106.807074733,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Chinese Food & Seafood Garden,Pecenongan,"Loksem Pecenongan, Jl. Pecenongan Raya No. 27-29, Pecenongan, Jakarta",-6.165491,106.826492,DKI Jakarta,Jakarta Pusat,Gambir
Pancong Radar,Duren Sawit,"Jl. Pondok Kelapa Raya, Blok A No. 8-9, Duren Sawit, Jakarta",-6.242247,106.926917,DKI Jakarta,Jakarta Timur,Duren Sawit
Lesehan Merpati,Ciputat,"Jl. Merpati Raya No. 8, Ciputat, Tangerang",-6.300514,106.73205,Banten,Tangerang Selatan,Ciputat
Teppanyaki Sakura,Grogol,"Mall Ciputra, Lantai 6, Food Library, Jl. Arteri S. Parman, Grogol, Jakarta",-6.168495,106.786609,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Ikan Bakar Manado,Kemayoran,"Jl. Bungur Besar No. 107, Kemayoran, Jakarta",-6.1682823183,106.84259355,DKI Jakarta,Jakarta Pusat,Kemayoran
Soto Bogor Pak Salam,Bogor Timur,"Jl. Siliwangi No. 298, Bogor Timur, Bogor",-6.610592622,106.80530179200001,Jawa Barat,Bogor Kota,Bogor Timur
Pempek Sayangan,Kemayoran,"Jl. Garuda No. 61, Kemayoran, Jakarta",-6.1619472473000005,106.844596155,DKI Jakarta,Jakarta Pusat,Kemayoran
RM Karya Bundo,Sunter,"Jl. Danau Sunter Utara, Sunter, Jakarta",-6.1377172786,106.872968226,DKI Jakarta,Jakarta Utara,Tanjung Priok
Oke Seafood,Puri Indah,"Jl. Kembangan Raya No. 15, Puri Indah, Jakarta",-6.184638,106.736974,DKI Jakarta,Jakarta Barat,Kembangan
STiZ RESTO.,Jatisampurna,"Ruko Newton Square, Blok U18 No.1 ,Legenda Wisata, Cibubur",-6.391348980399999,106.94724865200001,Jawa Barat,Bogor Kabupaten,Gunung Putri
Meg's Grilled Cheese,Jagakarsa,"Jl. Kecapi Raya No. 1, Jagakarsa, Jakarta",-6.325892,106.822219,DKI Jakarta,Jakarta Selatan,Jagakarsa
Best Seafood Steam Hot Pot Restaurant,Gajah Mada,"Apartemen Mediterania Gajah Mada, Jl. Gajah Mada No. 175, Gajah Mada, Jakarta",-6.14912,106.81581,DKI Jakarta,Jakarta Barat,Tamansari
7 Sky Lounge - Teraskita Hotel managed by Dafam,Kampung Melayu,"Teraskita Hotel managed by Dafam, Jl. MT. Haryono Kav. 10A, Kampung Melayu, Jakarta",-6.245561,106.874125,DKI Jakarta,Jakarta Timur,Jatinegara
Pondok Selera,Kec. Tangerang,"Jl. A. Damyati No. 11, Kec. Tangerang, Tangerang",-6.177792,106.631423,Banten,Tangerang Kota,Tangerang
Foodpact,Kelapa Gading,"Jl. Raya Kelapa Hybrida Blok QG 10 No. 17, Kelapa Gading, Jakarta",-6.1470477823000005,106.90685123200001,DKI Jakarta,Jakarta Utara,Kelapa Gading
In Tea Cafe,Pantai Indah Kapuk,"Ruko Codorba, B16, Jl. Marina Raya, Pantai Indah Kapuk, Jakarta",-6.111227625800001,106.741876266,DKI Jakarta,Jakarta Utara,Penjaringan
SB Bintaro Tangcity,Kec. Tangerang,"Tangerang City Mall, Ruko H17 Skandinavia Apartments & Commercial, Jl. Jendral Sudirman, Kec. Tangerang, Tangerang",-6.195052,106.632725,Banten,Tangerang Kota,Tangerang
Sate Kuy,Bendungan Hilir,"Jl. Penjernihan II No. 4, Bendungan Hilir, Jakarta",-6.2054052101999995,106.809486374,DKI Jakarta,Jakarta Pusat,Tanah Abang
Coffeine Coffee House,Cibodas,"Jl. Dr. Sukaman, Blok F1 No. 13, Cibodas, Tangerang",-6.220823,106.598535,Banten,Tangerang Kabupaten,Kelapa Dua
Pondok Aroma Laut,Tanah Abang,"Jl. Cideng Timur No. 51, Tanah Abang, Jakarta",-6.1722150000000005,106.811467,DKI Jakarta,Jakarta Pusat,Gambir
Gen & Co,Cempaka Putih,"Jl. Cempaka Putih Tengah Raya No. 35A, Cempaka Putih, Jakarta",-6.1811308964,106.86798568799999,DKI Jakarta,Jakarta Pusat,Cempaka Putih
miu Ishinabe,SCBD,"Summitmas Tower, Lantai Ground, Jl. Jenderal Sudirman, SCBD, Jakarta",-6.2267677214,106.80374141700001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Natasha's Party Cakes,Pondok Indah,"Jl. KH Ahmad Dahlan No. 30A, Pondok Indah, Jakarta",-6.248011,106.791925,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Kōzē Café,Serpong Utara,"Ruko Mendrisio 1, Blok D No. 7, Jl. BSD Raya Utama, Serpong Utara, Tangerang",-6.27179,106.631838,Banten,Tangerang Kabupaten,Pagedangan
Gui Bin Restaurant,Mangga Dua,"Jl. Mangga Dua Dalam, Blok F1 No. 15, Mangga Dua, Jakarta",-6.1374859307000005,106.82616602600001,DKI Jakarta,Jakarta Pusat,Sawah Besar
Salt and Pepper,Palmerah,"Marlin Square. Jl. Kyai H. Syahdan No. 18, Palmerah, Jakarta",-6.2007080000000006,106.783718,DKI Jakarta,Jakarta Barat,Palmerah
Dinar Seafood,Pluit,"Jl. Pluit Indah Raya No. 168A, Pluit, Jakarta",-6.117433287000001,106.78996223899999,DKI Jakarta,Jakarta Utara,Penjaringan
Brew D Licious,Pluit,"Pluit Village, Lantai 4, Jl. Pluit Indah Raya, Pluit, Jakarta",-6.116374846,106.788804195,DKI Jakarta,Jakarta Utara,Penjaringan
Hokkaido Legend,Kemang,"Kemang Village (Lippo Mall), Lantai Lower Ground Jl. Pangeran Antasari, Kemang, Jakarta",-6.2619681548,106.81273754600001,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Siam Square,SCBD,"IDX, Tower 1, Lantai 1, Jl. Jenderal Sudirman, SCBD, Jakarta",-6.2238370000000005,106.809051,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Kampung Kopi,Larangan,"Jl. Ciledug Raya No. 73H, Larangan, Tangerang",-6.236178,106.745518,DKI Jakarta,Jakarta Selatan,Pesanggrahan
Blueberry Katara Ice Cream,Serpong Utara,"Ruko Orlin 2, Blok JB29, Jl. Graha Raya Bintaro, Serpong Utara, Tangerang",-6.236462,106.67859,Banten,Tangerang Selatan,Serpong Utara
PePPeR's GLC,Cipondoh,"Rukan CBD, Blok C No. 59, Jl. Green Lake City Boulevard, Cipondoh, Tangerang",-6.1856397914,106.700202785,Banten,Tangerang Kota,Cipondoh
Nasi Liwet Keprabon,Pondok Indah,"Pondok Indah Mall 2, Lantai 3, Food Court, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",-6.265503,106.78433400000002,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Mie Ayam Bangka Bintaro,Pondok Aren,"Jl. Bintaro Utama, Sektor 5, Pondok Aren, Tangerang",-6.271125,106.729108,Banten,Tangerang Selatan,Ciputat Timur
Soto Kudus Menara,Jagakarsa,"Jl Lenteng Agung Raya No. 3, Jagakarsa, Jakarta",-6.3468582149,106.83361385,DKI Jakarta,Jakarta Selatan,Jagakarsa
Mamayu Kitchen,Gandaria,"Jl. KH Ahmad Dahlan No. 2, Gandaria, Jakarta",-6.242876,106.791588,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Restoran Padang Trio Jumbo,Bogor Tengah,"Jl. Raya Pajajaran No. 23, Bogor Tengah, Bogor",-6.603298,106.805905,Jawa Barat,Bogor Kota,Bogor Tengah
Koinobori,Mampang Prapatan,"Jl. Duren Tiga Raya No. 51, Mampang Prapatan, Jakarta",-6.253614,106.841272,DKI Jakarta,Jakarta Selatan,Pancoran
Mie Kangkung Betawi Ariyani,Rawalumbu,"Ruko Kemang Pratama 1, Jl. Kemang Pratama, Rawalumbu, Bekasi",-6.277805,106.990268,Jawa Barat,Bekasi Kota,Rawalumbu
Fish & Cheap,Pluit,"Pluit Village, Lantai Ground, Jl Pluit Indah Raya, Pluit, Jakarta",-6.1164948583,106.790689788,DKI Jakarta,Jakarta Utara,Penjaringan
Rempah Bali,SCBD,"Energy Building, Lantai B1, Food Court, Jl. Jenderal Sudirman, SCBD, Jakarta",-6.2260487968,106.806374676,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Ceker Ranjau Ayam Pedas,Jagakarsa,"Jl. Moh. Kahfi 2 No. 30, Jagakarsa, Jakarta",-6.356814,106.809246,DKI Jakarta,Jakarta Selatan,Jagakarsa
Djadjan Koffie,Serpong Utara,"Jl. Graha Raya Bouganvile Loka No.21, Paku Jaya, North Serpong, South Tangerang City, Banten 15326",-6.246616,106.673794,Banten,Tangerang Selatan,Serpong Utara
Kepiting Mafia,Bogor Selatan,"Jl. Pahlawan No. 70, Bogor Selatan, Bogor",-6.6098958871,106.798307597,Jawa Barat,Bogor Kota,Bogor Selatan
SAJI KOPI,Muara Karang,"Jl. Muara Karang Raya No.185, Muara Karang, Jakarta",-6.116532,106.778498,DKI Jakarta,Jakarta Utara,Penjaringan
Laku Kopi,Pondok Aren,"Ruko Althia Park, Jl. Graha Bintaro No. 19, Pondok Aren, Tangerang",-6.262339,106.687067,Banten,Tangerang Selatan,Pondok Aren
Jikasei Sushi & Rice Bowl,Pecenongan,"The BOXX-IN, Jl. Sukarjo Wiryopranoto No. 2, Pecenongan, Jakarta",-6.162207,106.827357,DKI Jakarta,Jakarta Pusat,Gambir
Bakmie Bangka Asli 81,Tanjung Duren,"Jl. Alpukat II No. 15, Tanjung Duren, Jakarta",-6.170229991599999,106.78627219,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Saoenk Sedap,Kelapa Gading,"Jl. Kelapa Gading Boulevard Raya, Blok FY 1 No. 19, Kelapa Gading, Jakarta 14240",-6.1618655792,106.90497972,DKI Jakarta,Jakarta Utara,Kelapa Gading
Coffee Omah,Bekasi Timur,"Jl. Kimangunsarkoro No. 44, Bekasi Timur, Bekasi",-6.2354177365,107.007923573,Jawa Barat,Bekasi Kota,Bekasi Timur
Vins Steak,Tebet,"Jl. Prof. Dr. Soepomo No. 45, Tebet, Jakarta",-6.239272,106.845573,DKI Jakarta,Jakarta Selatan,Tebet
Sate & Sop Kambing H. Mansur,Tebet,"Jl. KH Abdullah Syafei No. 13, Tebet, Jakarta",-6.224942,106.86203,DKI Jakarta,Jakarta Selatan,Tebet
Bakmi Win,SCBD,"Jl. Tulodong Atas No.16, SCBD, Jakarta",-6.230729,106.808918,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Lapo Mora Tabo,Cikini,"Jl. Ciliman No. 1, Cikini, Jakarta",-6.195019,106.840563,DKI Jakarta,Jakarta Pusat,Menteng
Soto Ambengan,Kelapa Gading,"Mall Kelapa Gading 3, Lantai 3, Eat & Eat, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta",-6.15851,106.90703899999998,DKI Jakarta,Jakarta Utara,Kelapa Gading
Ai Sushi,Pondok Bambu,"Mall Cipinang Indah, Lantai Ground, Jl. Cipinang, Pondok Bambu, Jakarta",-6.2390550000000005,106.894215,DKI Jakarta,Jakarta Timur,Duren Sawit
Okky Bakery,Manggarai,"Jl. Guntur No. 42, Manggarai, Jakarta",-6.208437,106.836794,DKI Jakarta,Jakarta Selatan,Setiabudi
Tiny Treat,Puri Indah,"Lippo Mall Puri @ The St. Moritz, Foodhall, Lantai Lower Ground, Jl. Puri Indah Boulevard Blok U No. 1, Puri Indah, Jakarta",-6.188149,106.739176,DKI Jakarta,Jakarta Barat,Kembangan
Bara Seafood,Bintaro,"Jl. Bintaro Utama 3A No. 11, Bintaro, Jakarta",-6.2692260000000015,106.73731399999998,Banten,Tangerang Selatan,Pondok Aren
Dapur Jawa,Gunung Sahari,"Golden Truly Mall, Lantai Lower Ground, Jl. Gunung Sahari No. 59, Gunung Sahari, Jakarta",-6.161472,106.838111,DKI Jakarta,Jakarta Pusat,Kemayoran
Ilo Coffee,Serpong Utara,"Ruko Bolsena, Blok F No. 05, Jl. Boulevard Gading Serpong, Serpong Utara, Tangerang",-6.263232,106.618817,Banten,Tangerang Kabupaten,Kelapa Dua
Rawon Setan,Sawah Besar,"Jl. Mangga Besar Raya No. 100 A, Sawah Besar, Jakarta",-6.14855,106.827675,DKI Jakarta,Jakarta Pusat,Sawah Besar
Koiyaki,Tebet,"Kota Kasablanka, Lantai Upper Groond Food Society, Jl. Casablanca Raya, Tebet, Jakarta",-6.222692,106.842159,DKI Jakarta,Jakarta Selatan,Tebet
Bakmi Hock Seng,Muara Karang,"Jl. Muara Karang Niaga IV, Blok Z8 No. 17, Muara Karang, Jakarta",-6.1159870000000005,106.780221,DKI Jakarta,Jakarta Utara,Penjaringan
Resto Teras Istana,Bintaro,"Jl. Bintaro Raya No. 9, Bintaro, Jakarta 12240",-6.253486,106.776271,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Kopi Tuya,Jatiasih,"Jl. Wibawa Mukti II. No. 108 C, Jatiasih, Bekasi 17423",-6.306901,106.955354,Jawa Barat,Bekasi Kota,Jatiasih
Nasi Uduk & Ayam Goreng Mas Miskun,Senen,"Jl. Percetakan Negara No. 15, Senen, Jakarta",-6.192568221699999,106.854993403,DKI Jakarta,Jakarta Pusat,Senen
Sahl Kebab,Jatiasih,"Jl. Wibawa Mukti II No. 43, Jatiasih, Bekasi",-6.29624,106.959419,Jawa Barat,Bekasi Kota,Jatiasih
Epic Roastery & Cafe,Jatiasih,"Jl. Raya Jatiasih Pekayon No. 430, Jatiasih, Bekasi",-6.288667,106.967106,Jawa Barat,Bekasi Kota,Jatiasih
WOK n TOK - Yello Hotel Manggarai,Manggarai,"Yello Hotel Manggarai, Jl. Minangkabau No. 9, Manggarai, Jakarta",-6.210637,106.845251,DKI Jakarta,Jakarta Selatan,Setiabudi
Kopi Baris,Bekasi Timur,"Jl. KH. Agus Salim No.180A, Bekasi Timur, Bekasi",-6.2271706787,107.011909671,Jawa Barat,Bekasi Kota,Bekasi Timur
Nyonya Lin,Cipondoh,"Ruko Cordoba, Blok C No. 16, Jl. Green Lake City, Cipondoh, Tangerang",-6.184874145299999,106.70461636,Banten,Tangerang Kota,Cipondoh
CoPaste (Coffee Pasar Tebet),Tebet,"Jl. Prof. Dr. Soepomo No. 55, Tebet, Jakarta",-6.231939,106.845836,DKI Jakarta,Jakarta Selatan,Tebet
Tanker Cafe,Puri Indah,"Jl. Pulau Bira Raya Blok D1 No. 16, Puri Indah, Jakarta",-6.170644,106.74618999999998,DKI Jakarta,Jakarta Barat,Kembangan
Paberik Mie,Kelapa Gading,"Jl. Boulevard Artha Gading Blok A7D No.12-13, Kelapa Gading, Jakarta",-6.1466,106.898256,DKI Jakarta,Jakarta Utara,Kelapa Gading
Blu Cheese Tea,Tebet,"Jl. Tebet Timur Dalam Raya No. 69, Tebet, Jakarta 12820",-6.235601,106.856929,DKI Jakarta,Jakarta Selatan,Tebet
Fajar Express,Kelapa Gading,"Mall of Indonesia, Lantai Lower Ground, Pasar MOI, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",-6.151055,106.892078,DKI Jakarta,Jakarta Utara,Kelapa Gading
Hansol Korean Restaurant,SCBD,"Jl. Widya Chandra VIII No. 33, SCBD, Jakarta",-6.2278660000000015,106.812845,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Simply Veggie,Jelambar,"Komplek Taman Duta Mas, Jl. Kusuma, Blok A7 No. 7, Jelambar, Jakarta",-6.148618,106.780955,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Bubur Ayam Monas,Bintaro,"Jl. Bintaro Utama 3A, Bintaro Sektor 3, Bintaro, Jakarta",-6.269932,106.73883700000002,Banten,Tangerang Selatan,Pondok Aren
Nasi Campur Harum Segar,Serpong Utara,"Ruko Pasar 8, Blok RA No. 08, Jl. Alam Utama, Serpong Utara, Tangerang",-6.240183,106.652087,Banten,Tangerang Selatan,Serpong Utara
Warunk Dreamer,Beji,"Jl. H. Asmawi No. 73, Beji, Depok",-6.3795205172000005,106.813853345,Jawa Barat,Depok,Beji
Billiechick,Kuningan,"Kuningan CIty, Lantai Upper Ground, Jl. Prof Dr Satrio, Kuningan, Jakarta",-6.224975574299999,106.82980444200001,DKI Jakarta,Jakarta Selatan,Setiabudi
Bumbu Desa,Matraman,"Gramedia Matraman, Lantai 2, Jl. Matraman Raya, Matraman, Jakarta",-6.202797,106.856351,DKI Jakarta,Jakarta Timur,Matraman
Autokoffie,Tebet,"Jl. Tebet Timur Dalam Raya No. 153, Tebet, Jakarta",-6.240691,106.854348,DKI Jakarta,Jakarta Selatan,Tebet
Kopingin,Gandaria,"Jl. Gandaria Tengah II No. 3, Gandaria, Jakarta",-6.245083,106.789161,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Mie Ayam Bakso Alex,Pondok Gede,"Jl. Jati Makmur, Pondok Gede, Bekasi",-6.283085,106.928628,Jawa Barat,Bekasi Kota,Pondok Gede
Juseyo Korean BBQ,Sentul,"Ruko Pasar Bersih, Blok RD No. 5, Sentul, Bogor",-6.564185,106.861958,Jawa Barat,Bogor Kabupaten,Babakan Madang
Tuan Rumah,Rawamangun,"Jl. Balai Pustaka Timur No. C3, Rawamangun, Jakarta",-6.198214,106.886228,DKI Jakarta,Jakarta Timur,Pulogadung
Balloon & Whisk,Pantai Indah Kapuk,"Ruko Bukit Golf Mediterania, Jl. Pantai Indah Barat Blok G No. 31, Pantai Indah Kapuk, Jakarta",-6.111679343,106.74712367299999,DKI Jakarta,Jakarta Utara,Penjaringan
Shi-Da,Pluit,"Pluit Village, Lantai 4, Jl. Pluit Indah Raya, Pluit, Jakarta",-6.1163211738,106.78981237100001,DKI Jakarta,Jakarta Utara,Penjaringan
MissBar,Beji,"Jl. Kemiri Muka No. 5, Beji, Depok",-6.377435,106.829586,Jawa Barat,Depok,Beji
Ikana Ikana,Pantai Indah Kapuk,"Jl. Elang Laut No. 30, Pantai Indah Kapuk, Jakarta",-6.127701,106.750037,DKI Jakarta,Jakarta Utara,Penjaringan
Impian Coffee & Eatery,Pondok Gede,"Jl. Jati Makmur No. 5, Pondok Gede, Bekasi",-6.279778,106.93208,Jawa Barat,Bekasi Kota,Pondok Gede
Master Nasi Pedas Bali,Pantai Indah Kapuk,"Food Street PIK 2, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta",-6.0933326498,106.74316775,DKI Jakarta,Jakarta Utara,Penjaringan
Amame Ice Cream,Bintaro,"Jl. RC. Veteran Raya No. 5A, Bintaro, Jakarta",-6.264105000000002,106.76603,DKI Jakarta,Jakarta Selatan,Pesanggrahan
Nasi Uduk Kebon Kacang Ibu Ida,Bintaro,"Jl. Bintaro Utama No. 8, Bintaro, Jakarta",-6.272666,106.752236,DKI Jakarta,Jakarta Selatan,Pesanggrahan
LapisLapis,SCBD,"Pacific Place Mall, Lantai 4, Jl. Jenderal Sudirman, SCBD, Jakarta",-6.2256311735,106.8101006,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Gado - Gado Metropole,Cikini,"Metropole 21, Jl. Pegangsaan Timur No. 21, Cikini, Jakarta",-6.199878,106.843694,DKI Jakarta,Jakarta Pusat,Menteng
Tarterie & Co,Senayan,"Senayan City, Lantai Lower Ground, Food Hall, Jl. Asia Afrika, Senayan, Jakarta",-6.22684438,106.79735943600001,DKI Jakarta,Jakarta Pusat,Tanah Abang
Soto Ludi,Gambir,"Jl. Batu Ceper No.18 A-B, Gambir, Jakarta",-6.162992,106.821675,DKI Jakarta,Jakarta Pusat,Gambir
Pauline Bakery,Pantai Indah Kapuk,"Ruko Crown Golf, Blok A No. 6, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",-6.111829,106.74212,DKI Jakarta,Jakarta Utara,Penjaringan
Cornerstone Coffee and Workspace,Serpong Utara,"Ruko Diamond, Jl. Gading Golf Boulevard, Blok 3 No. 60, Serpong Utara, Tangerang",-6.243755,106.632715,Banten,Tangerang Kabupaten,Kelapa Dua
Sagoo Kitchen,Serpong Utara,"Summarecon Mall Serpong, Lantai Ground, Downtown Walk, Jl. Boulevard Gading Serpong, Serpong Utara, Tangerang",-6.238805,106.628634,Banten,Tangerang Kabupaten,Kelapa Dua
Bearhounds Cafe,Pluit,"Pluit Village, Jl. Pluit Indah Raya, Pluit, Jakarta",-6.1165268616,106.791476681,DKI Jakarta,Jakarta Utara,Penjaringan
Kedai Nasi Selera Bogana,Jatisampurna,"Kota Wisata, Ruko Sentra Eropa, Blok B No. 6, Jl. Transyogi, Jatisampurna, Bekasi",-6.3707342912,106.95700787,Jawa Barat,Bogor Kabupaten,Gunung Putri
Aptown House of Resto,Bekasi Selatan,"Rukan Grand Galaxy City, Blok RSNB No. 19, Jl. Pulo Sirih Barat Raya, Bekasi Selatan, Bekasi",-6.2755109715,106.973897069,Jawa Barat,Bekasi Kota,Bekasi Selatan
Pan - Ya Bakery,Karet,"Ciputra World, Lotte Shopping Avenue, Lantai Lower Ground, Jl. Prof Dr Satrio, Karet, Jakarta",-6.2247249332,106.82287227299999,DKI Jakarta,Jakarta Selatan,Setiabudi
Uncle Jo Coffee Shop,Bogor Tengah,"Jl. Gedong Sawah No. 1, Bogor Tengah, Bogor",-6.594168800599999,106.79239533799999,Jawa Barat,Bogor Kota,Bogor Tengah
Bakmi Bangka Afu,Cengkareng,"Ruko Taman Surya 3, Blok I 4 No. 6, Jl. Taman Surya Boulevard, Cengkareng, Jakarta",-6.1340580000000005,106.715538,DKI Jakarta,Jakarta Barat,Kalideres
Sop Djanda,Medan Satria,"Jl. Jend. Sudirman No. 16, Medan Satria, Bekasi",-6.2299760000000015,106.98503999999998,Jawa Barat,Bekasi Kota,Bekasi Selatan
Daiwan Delicious Food,Serpong Utara,"Ruko Pasar Modern Paramount, Jl. Kelapa Dua Raya, Blok G No. 27, Serpong Utara, Tangerang",-6.2476211044,106.62173811299999,Banten,Tangerang Kabupaten,Kelapa Dua
Pisang Goreng Djakarta,Kelapa Gading,"Jl. Kelapa Hybrida Raya, Blok PE 10 No. 1A, Kelapa Gading, Jakarta",-6.148629,106.911535,DKI Jakarta,Jakarta Utara,Kelapa Gading
Sinar Garut,Kebon Jeruk,"JAWARA Food Court, Jl. Meruya Ilir Raya No. 25, Kebon Jeruk, Jakarta",-6.198324,106.758976,DKI Jakarta,Jakarta Barat,Kembangan
Djakarta Cafe,Thamrin,"Graha Mandiri, Lantai Ground, Jl. Imam Bonjol No. 61, Thamrin, Jakarta",-6.186874,106.823983,DKI Jakarta,Jakarta Pusat,Menteng
RM. Ibu Haji,Cibubur,"Jl. Alternatif Cibubur No.25, Harjamukti, Kec. Cimanggis, Kota Depok, Jawa Barat",-6.3761002077999995,106.90263915799999,Jawa Barat,Depok,Cimanggis
Nasi Timbel M11,Bogor Tengah,"Jl. Prof. DR. H. Andi Hakim Nasoetion No. 11, Bogor Tengah, Bogor",-6.599147,106.806805,Jawa Barat,Bogor Kota,Bogor Tengah
Kalita Coffee,Gambir,"Jl. Cideng Timur No. 11 I, Gambir, Jakarta",-6.164135,106.81083999999998,DKI Jakarta,Jakarta Pusat,Gambir
Chennai Cafe,Pondok Aren,"Taman Jajan CBD, Jl. Boulevard Bintaro Jaya, Bintaro Sektor 7, Pondok Aren, Tangerang",-6.278397,106.72513899999998,Banten,Tangerang Selatan,Pondok Aren
Restoran Arabian Nights Eatery,Serpong Utara,"Ruko Golden Boulevard, Blok S No. 56, Serpong Utara, Tangerang",-6.275958,106.662084,Banten,Tangerang Selatan,Serpong Utara
Bakmie Ka Heng,Tanjung Duren,"Jl. Lontar, Tanjung Duren, Jakarta",-6.1816988852999994,106.780960075,DKI Jakarta,Jakarta Barat,Grogol Petamburan
The Fifth,Kemang,"Jl. Kemang Raya No. 89, Kemang, Jakarta",-6.2706542478,106.815773472,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Asobi Cafe,Roxy,"Jl. Imam Mahbud No. 12, Roxy, Jakarta",-6.164854,106.808222,DKI Jakarta,Jakarta Pusat,Gambir
The Pink Door Tea Room,Bogor Timur,"Jl. Rambutan Raya No. 20A, Bogor Timur, Bogor",-6.618649,106.820616,Jawa Barat,Bogor Kota,Bogor Timur
Martabak Bandung Ayung,Cilandak,"Jl. Ampera Raya No. 17, Cilandak, Jakarta 12560",-6.28531,106.818987,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Tom Yam Mama Kitchen,Mangga Dua,"ITC Mangga Dua, Lantai 2, Jl. Mangga Dua Raya, Mangga Dua, Jakarta",-6.1360311702,106.82366151299999,DKI Jakarta,Jakarta Utara,Pademangan
Nasi Uduk Betawi Kebon Kacang,Thamrin,"Sarinah Building, Lantai Lower Ground, M Food Court, Jl. MH Thamrin, Thamrin, Jakarta",-6.187889,106.823621,DKI Jakarta,Jakarta Pusat,Menteng
Kedai Kopi Hopeng,Bogor Timur,"Jl. Siliwangi No. 16, Bogor Timur, Bogor",-6.6121422875,106.806555055,Jawa Barat,Bogor Kota,Bogor Timur
Soto Tangkar PPC,Pluit,"Jl. Pluit Putri No. 1, Blok E Kav No. 1, Pluit, Jakarta",-6.1202338951,106.792227365,DKI Jakarta,Jakarta Utara,Penjaringan
Kedai Makan Pak De,Cibodas,"Komplek Islamic Village, Jalan Qodar Raya No. 28C, Cibodas, Tangerang",-6.227414,106.619899,Banten,Tangerang Kabupaten,Kelapa Dua
Wanna B Cafe & Resto,Gandaria,"Jl. KH. Ahmad Dahlan No. 15, Gandaria, Jakarta",-6.244284,106.791978,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Wonderland Hongkong Barbeque,Kelapa Gading,"Mall of Indonesia, Lantai Lower Ground, Pasar MOI, Jl. Boulevard Barat Raya",-6.1505922640999975,106.89181678,DKI Jakarta,Jakarta Utara,Kelapa Gading
Whey To go,Pluit,"Pluit Village, Lantai 4, Jl. Pluit Indah Raya, Pluit, Jakarta",-6.1164268513,106.789739951,DKI Jakarta,Jakarta Utara,Penjaringan
Distretto Coffee,Serpong Utara,"Ruko Valencia, Jl. Boulevard Graha Raya, Blok JC No. 21, Serpong Utara, Tangerang",-6.235183,106.678603,Banten,Tangerang Selatan,Serpong Utara
Dapur Wonogiri,Cilodong,"Jl. Tole Iskandar No. 7, Cilodong, Depok 16415",-6.406015,106.851368,Jawa Barat,Depok,Cilodong
