Restaurant Name,Restaurant Type,Cuisine Type,Restaurant Area,Restaurant Rating,Review Counts,Latitude,Longitude,Website,Restaurant Address,Price for 2,Additional Info
Bakso Solo,Quick Bites,"['Bakso', 'Indonesia']",Benda,2.5,4 Ulasan,-6.1222230000,106.653405000,"https://www.zomato.com/id/jakarta/bakso-solo-1-benda
","Soekarno Hatta International Airport, Terminal 2D, Lantai 1, Jl. Raya Bandara, Benda, Tangerang",Rp150.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ding Hao,Casual Dining,['Chinese'],Kelapa Gading,3.4,13 Ulasan,-6.1460360000,106.892204000,"https://www.zomato.com/id/jakarta/ding-hao-kelapa-gading
","Mall Artha Gading, Lantai Basement, Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta",Rp150.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan']"
RM Mas Gana,Quick Bites,"['Bakmi', 'Jawa']",Jatiasih,3.3,7 Ulasan,-6.3159800000,106.960284000,"https://www.zomato.com/id/jakarta/rm-mas-gana-jatiasih
","Jl. Sapta Pesona No. 41, Jatiasih, Bekasi",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
9 Bell Pepper,Casual Dining,"['Itali', 'Asia', 'Barat']",Gatot Subroto,2.9,10 Ulasan,-6.2246650000,106.816386000,"https://www.zomato.com/id/jakarta/9-bell-pepper-gatot-subroto
","Menara Mulia, Lantai Lower Ground, Jl. Gatot Subroto, Gatot Subroto, Jakarta",Rp350.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Wifi Tersedia']"
Race2Run Cafe,Casual Dining,"['Asia', 'Barat']",Gatot Subroto,2.9,9 Ulasan,-6.2447470000,106.841753000,"https://www.zomato.com/id/jakarta/race2run-cafe-gatot-subroto
","SPBU Pertamina Jl. Pasar Minggu Raya, Gatot Subroto, Jakarta",Rp200.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Karaoke', 'Live Music', 'Ruang Pribadi Tersedia', 'Wifi Tersedia']"
Kopi Main Hati,Toko Minuman,['Kopi'],Grogol,3.5,4 Ulasan,-6.1657510000,106.797084000,"https://www.zomato.com/id/jakarta/kopi-main-hati-1-grogol
","Jl. Muwardi II No. 2A, Grogol, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Dapur Cihuuyy,Quick Bites,['Indonesia'],Bogor Utara,2.8,6 Ulasan,-6.5882130000,106.816573000,"https://www.zomato.com/id/jakarta/dapur-cihuuyy-bogor-utara-bogor
","Jl. Tasmania III No. 143, Bogor Utara, Bogor",Rp80.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok']"
Soto Betawi Bang Jaja,Quick Bites,['Indonesia'],Kelapa Gading,3.3,6 Ulasan,-6.1573510000,106.908657000,"https://www.zomato.com/id/jakarta/soto-betawi-bang-jaja-kelapa-gading
","Mall Kelapa Gading, Lantai 2, Food Sense, Jl. Boulevard Raya, Kelapa Gading, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Dapur Kopi Aceh,Quick Bites,"['Aceh', 'Kopi', 'Tea']",Limo,3.3,10 Ulasan,-6.3510800000,106.775904000,"https://www.zomato.com/id/jakarta/dapur-kopi-aceh-limo
","Ruko Griya Cinere No. 49, Jl. Cinere Raya, Limo, Depok",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Toro Sushi & Ramen,Casual Dining,['Jepang'],Bendungan Hilir,3.0,16 Ulasan,-6.2164987056,106.813942194,"https://www.zomato.com/id/jakarta/toro-sushi-ramen-bendungan-hilir
","Gedung BRI - Center Park, Lantai Ground, Jl. Jenderal Sudirman, Bendungan Hilir, Jakarta",Rp250.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Bawa Pulang Tersedia', 'Hanya Bir', 'Di dalam ruangan', 'Wifi Tersedia', 'Reservasi meja direkomendasikan']"
Ayam Goreng Kampung Banjar,Quick Bites,['Indonesia'],Kec. Tangerang,3.5,4 Ulasan,-6.1970960000,106.660285000,"https://www.zomato.com/id/jakarta/ayam-goreng-kampung-banjar-1-kec-tangerang-tangerang
","Jl. Wijaya Kusuma, Kec. Tangerang, Tangerang",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
BUCIN,Toko Minuman,['Hanya Minuman'],Green Ville,3.6,6 Ulasan,-6.1692550000,106.774123000,"https://www.zomato.com/id/jakarta/bucin-1-green-ville
","Jl. Komplek Green Ville, Blok BJ-BK No. 2, Green Ville, Jakarta",Rp30.000 untuk 2 orang (perkiraan),['Hanya Bawa Pulang']
HAN Dynastea,Toko Minuman,['Minuman'],Serpong Utara,3.1,15 Ulasan,-6.2444170000,106.653287000,"https://www.zomato.com/id/jakarta/han-dynastea-serpong-utara-tangerang
","Living World, Lantai Upper Ground, Jl. Alam Sutera Boulevard, Serpong Utara, Tangerang",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Gyokuro,Toko Minuman,['Desserts'],Grogol,2.9,11 Ulasan,-6.1688430000,106.786572000,"https://www.zomato.com/id/jakarta/gyokuro-grogol
","Mall Ciputra, Lantai 3, Jl. Arteri S. Parman, Grogol, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Bensueger,Toko Minuman,['Minuman'],Gandaria,Not Rated Yet,Not Reviewed Yet,-6.2429297655,106.787828542,"https://www.zomato.com/id/jakarta/bensueger-gandaria
","Jl. Gandaria 1 No. 336, Gandaria, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bistro,Quick Bites,['Makanan Cepat Saji'],Pinang,3.8,33 Ulasan,-6.2203206961,106.663544029,"https://www.zomato.com/id/jakarta/bistro-pinang-tangerang
","IKEA Alam Sutera, Jl. Jalur Sutera Boulevard No. 45, Alam Sutera, Pinang, Tangerang",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia']"
Sari Laut Makassar,Quick Bites,"['Makassar', 'Seafood']",Serpong Utara,2.7,5 Ulasan,-6.2383620000,106.630253000,"https://www.zomato.com/id/jakarta/sari-laut-makassar-serpong-utara-tangerang
","Summarecon Mall Serpong, Salsa Food City, Jl. Boulevard Gading Serpong, Serpong Utara, Tangerang",Rp150.000 untuk 2 orang (perkiraan),"['Di dalam ruangan', 'Makan Dengan Grup', 'Wifi Tersedia']"
Bakso & Mie Ayam Mas Ari Jangkung - Wonogiri,Quick Bites,"['Bakso', 'Bakmi']",Pondok Gede,3.0,7 Ulasan,-6.2831980000,106.941538000,"https://www.zomato.com/id/jakarta/bakso-mie-ayam-mas-ari-jangkung-wonogiri-pondok-gede-bekasi
","Jl. Jati Kramat 2, Pondok Gede, Bekasi",Rp90.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Mie Aceh TM,Quick Bites,['Aceh'],Cilandak,3.4,10 Ulasan,-6.3099570000,106.813562000,"https://www.zomato.com/id/jakarta/mie-aceh-tm-cilandak
","Pusat Jajanan Kampung Kandang, Jl. Cilandak KKO No. 7, Cilandak, Jakarta 12560",Rp90.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Goela Djawa,Quick Bites,['Indonesia'],Jatisampurna,3.6,17 Ulasan,-6.3663349574,106.967311911,"https://www.zomato.com/id/jakarta/goela-djawa-jatisampurna-bekasi
","Ruko Canadian Broadway, Blok CBF, Jl. Canadian Broadway No. 9, Jatisampurna, Bekasi",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Padang 99,Quick Bites,['Padang'],Tomang,3.4,17 Ulasan,-6.1687090000,106.795062000,"https://www.zomato.com/id/jakarta/padang-99-tomang
","Jl. Tawakal Raya No. 37, Tomang, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Guavatarta,Toko Kue & Roti,['Kue & Roti'],Bogor Utara,3.3,22 Ulasan,-6.5924110000,106.816857000,"https://www.zomato.com/id/jakarta/guavatarta-bogor-utara-bogor
","Jl. Kol. Achmad Syam, Blok A No. 42, Bogor Utara",Rp50.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Desserts and Bakes']"
Ketan Susu Jande,Quick Bites,"['Desserts', 'Makanan Jalanan']",Bogor Utara,3.7,8 Ulasan,-6.5819920472,106.806845068,"https://www.zomato.com/id/jakarta/ketan-susu-jande-bogor-utara-bogor
","Ruko VIP, Jl. Raya Pajajaran, Bogor Utara, Bogor",Rp60.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Kaki5 Bersertifikat BPOM', 'Wifi Tersedia', 'Makan Dengan Grup', 'Di dalam ruangan', 'Area Merokok', 'Desserts and Bakes']"
Sate & Soto Padang Ar Ridho,Kaki Lima,['Satay'],Serpong,3.1,15 Ulasan,-6.3039940000,106.685152000,"https://www.zomato.com/id/jakarta/sate-soto-padang-ar-ridho-serpong-tangerang
","Ruko Pasar Modern BSD, Jl. Letnan Sutopo, Serpong, Tangerang",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Kopi D'Mari,Kafe,"['Kafe', 'Kopi']",Mustikajaya,3.5,10 Ulasan,-6.2671670000,107.016694000,"https://www.zomato.com/id/jakarta/kopi-dmari-mustikajaya-bekasi
","Jl. Raya Jatimulya No. 16A, Mustikajaya, Bekasi",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Kopidopi,Kafe,"['Quick Bites', 'Kopi', 'Tea', 'Burger', 'Asia']",Kramat Jati,3.4,4 Ulasan,-6.3049140000,106.859095000,"https://www.zomato.com/id/jakarta/kopidopi-kramat-jati
","Jl. Kesehatan, Blok Swadaya No. 14, Kramat Jati, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Dapur Victoria,Food Court,"['Indonesia', 'Manado']",Mangga Dua,3.6,9 Ulasan,-6.1382536454,106.831392310,"https://www.zomato.com/id/jakarta/dapur-victoria-mangga-dua
","Mangga Dua Square, Lantai 3, Food City, Jl. Gunung Sahari, Mangga Dua, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Sop Durian DURIO,Dessert Parlor,"['Desserts', 'Makanan Jalanan']",Sukmajaya,3.6,16 Ulasan,-6.3935703687,106.836980357,"https://www.zomato.com/id/jakarta/sop-durian-durio-sukmajaya
","Jl. Angin Mamiri Raya No. 24, Sukmajaya, Depok",Rp40.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia', 'Desserts and Bakes', 'Tempat duduk di luar']"
Soto Ayam Cak San,Quick Bites,"['Jawa', 'Soto']",Blok M,3.2,8 Ulasan,-6.2440430000,106.797580000,"https://www.zomato.com/id/jakarta/soto-ayam-cak-san-blok-m
","Plaza Blok M, Lantai 6, Jl. Bulungan No. 76, Blok M, Jakarta",Rp120.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Sego Kucing Mbah Wondo,Quick Bites,['Indonesia'],Pondok Aren,3.8,6 Ulasan,-6.2702150000,106.731177000,"https://www.zomato.com/id/jakarta/sego-kucing-mbah-wondo-pondok-aren-tangerang
","Jl. Bintaro Utama 5 No. 8-10, Pondok Aren, Tangerang",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Cui Mew Malang,Quick Bites,"['Bakmi', 'Jawa']",Kuningan,3.5,15 Ulasan,-6.2249279125,106.829381324,"https://www.zomato.com/id/jakarta/cui-mew-malang-kuningan
","Kuningan City, Lantai 3, Urbaneat, Jl. Prof Dr Satrio, Kuningan, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Pondok Gabus Lukman,Quick Bites,['Jawa'],Medan Satria,3.6,5 Ulasan,-6.2330810000,106.990415000,"https://www.zomato.com/id/jakarta/pondok-gabus-lukman-medan-satria
","Jl. Jendral Sudirman, Medan Satria, Bekasi",Rp60.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'No Additional Info']"
Bakmi Ayam Kampung Balakenam,Quick Bites,['Indonesia'],Serpong Utara,3.4,10 Ulasan,-6.2826950000,106.635836000,"https://www.zomato.com/id/jakarta/bakmi-ayam-kampung-balakenam-serpong-utara-tangerang
","Lulu Hypermarket, QBIG BSD City, Jl. BSD Raya Utama No. 22, Serpong Utara, Tangerang",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
GOURMET BAR - Novotel Jakarta Mangga Dua Square,Casual Dining,"['Lounge', 'Eropa', 'Barat', 'Cemilan', 'Asia']",Mangga Dua,3.2,8 Ulasan,-6.1383313168,106.831825487,"https://www.zomato.com/id/jakarta/gourmet-bar-novotel-jakarta-mangga-dua-square-mangga-dua
","Hotel Novotel Jakarta Mangga Dua Square, Jl. Gunung Sahari No. 1, Mangga Dua, Jakarta",Rp300.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Bawa Pulang Tersedia', 'Hanya Wine dan Bir', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok']"
Bakso Pak Roso Murtado,Kaki Lima,['Bakso'],Senen,3.6,11 Ulasan,-6.1966440403,106.857145875,"https://www.zomato.com/id/jakarta/bakso-pak-roso-murtado-senen
","Jl. Murtado 16 No. 499, Senen, Jakarta",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Happy Chappy Chinese,Casual Dining,['Chinese'],Benda,2.2,11 Ulasan,-6.1173370000,106.667180000,"https://www.zomato.com/id/jakarta/happy-chappy-chinese-benda-tangerang
","Soekarno Hatta International Airport, Terminal 3 Ultimate, Jl. Raya Bandara, Benda, Tangerang",Rp150.000 untuk 2 orang (perkiraan),"['Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan']"
Pempek Vanco,Quick Bites,['Palembang'],Pondok Aren,3.1,7 Ulasan,-6.2600000000,106.740665000,"https://www.zomato.com/id/jakarta/pempek-vanco-pondok-aren
","Jl. Ceger Raya KIV I Ruko A6, Pondok Aren, Tangerang",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Kanari Cafe - Hotel Salak The Heritage,Casual Dining,"['Indonesia', 'Barat']",Bogor Tengah,2.5,8 Ulasan,-6.5945520000,106.794275000,"https://www.zomato.com/id/jakarta/kanari-cafe-hotel-salak-the-heritage-bogor-tengah
","Hotel Salak The Heritage, Jl. Ir H Juanda No. 8, Bogor Tengah, Bogor",Rp350.000 untuk 2 orang (perkiraan),"['Sarapan', 'Buffet', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Pondok Idola,Quick Bites,"['Soto', 'Bakmi', 'Bakso', 'Indonesia']",Tomang,3.8,6 Ulasan,-6.1679160000,106.793471000,"https://www.zomato.com/id/jakarta/pondok-idola-tomang
","Jl. Tanjung Gedong No. 10, Tomang, Jakarta",Rp70.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Canteen Museum Bank Indonesia,Quick Bites,['Indonesia'],Kota,2.8,13 Ulasan,-6.1374770000,106.813132000,"https://www.zomato.com/id/jakarta/canteen-museum-bank-indonesia-kota
","Museum Bank Indonesia, Jl. Pintu Besar Utara No. 3, Kota, Jakarta",Rp150.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok', 'Parkir Gratis', 'Wifi Tersedia']"
Teras Koering,Quick Bites,"['Indonesia', 'Barat']",Kalibata,3.0,5 Ulasan,-6.2563680000,106.852540000,"https://www.zomato.com/id/jakarta/teras-koering-2-kalibata
","Kalibata City Square, Tower F, Jl. Kalibata Raya No. 1, Kalibata, Jakarta",Rp160.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Shisha']"
Onyx - Best Western Plus Kemayoran Hotel,Casual Dining,"['Asia', 'Eropa', 'Amerika']",Kemayoran,2.8,13 Ulasan,-6.1612015673,106.852150932,"https://www.zomato.com/id/jakarta/onyx-best-western-plus-kemayoran-hotel-kemayoran
","Best Western Plus Kemayoran Hotel, Jl. Benyamin Sueb, Kemayoran, Jakarta 10630",Rp400.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Sarapan', 'Bawa Pulang Tersedia', 'Alkohol Tersedia', 'Di dalam ruangan', 'Ruang Sholat', 'Area Merokok', 'Reservasi meja direkomendasikan', 'Ruang Pribadi Tersedia', 'Wifi Tersedia']"
Kopi Wy!,Kafe,"['Minuman', 'Kopi']",Bekasi Selatan,3.4,7 Ulasan,-6.2593380000,106.968720000,"https://www.zomato.com/id/jakarta/kopi-wy-bekasi-selatan-bekasi
","Jl. Taman Galaxy Raya, Blok H No. 23, Bekasi Selatan, Bekasi",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Tomito Pastry & Cafe,Dessert Parlor,['Desserts'],Sunter,3.5,8 Ulasan,-6.1496390000,106.851987000,"https://www.zomato.com/id/jakarta/tomito-pastry-cafe-sunter
","Springhill Terrace Residences, Blok D6, Jl. Benyamin Suaeb, Sunter, Jakarta",Rp150.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia', 'Desserts and Bakes']"
Dapur Rawit,Quick Bites,"['Soto', 'Indonesia', 'Barat']",Tebet,3.4,5 Ulasan,-6.2423080000,106.852549000,"https://www.zomato.com/id/jakarta/dapur-rawit-tebet
","SPBU Coco Pertamina, Lantai Ground, Jl. MT Haryono, Tebet, Jakarta",Rp120.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan', 'Wifi Tersedia']"
"Sate Kambing Muda ""Bang Dur""",Quick Bites,"['Satay', 'Indonesia']",Duren Sawit,3.8,7 Ulasan,-6.2300080000,106.935030000,"https://www.zomato.com/id/jakarta/sate-kambing-muda-bang-dur-duren-sawit
","Jl. Raya Pondok Kelapa, Blok C4 No. 38 E, Duren Sawit, Jakarta",Rp130.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Kupiku Bersemi,Toko Minuman,"['Minuman', 'Kopi']",Setiabudi,3.5,6 Ulasan,-6.2165267032,106.823296062,"https://www.zomato.com/id/jakarta/kupiku-bersemi-setiabudi
","Jl. Karet Belakang Barat, Setiabudi, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bebek Goreng Gandoli,Quick Bites,['Jawa'],Kec. Tangerang,3.3,4 Ulasan,-6.1811075635,106.638258509,"https://www.zomato.com/id/jakarta/bebek-goreng-gandoli-kec-tangerang
","Jl. Taman Makam Pahlawan Taruna, Kec. Tangerang, Tangerang",Rp60.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Kedai Bang Jay,Kafe,"['Indonesia', 'Barat']",Rawalumbu,3.6,7 Ulasan,-6.2744978387,107.003278657,"https://www.zomato.com/id/jakarta/kedai-bang-jay-rawalumbu-bekasi
","Jl. Penegak Raya No. 323, Rawalumbu, Bekasi",Rp150.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Ruang Sholat', 'Tempat duduk di luar', 'Wifi Tersedia']"
Sindy Durian Singapore,Dessert Parlor,['Desserts'],Pantai Indah Kapuk,3.7,8 Ulasan,-6.0904900000,106.741001000,"https://www.zomato.com/id/jakarta/sindy-durian-singapore-pantai-indah-kapuk
","Ruko Gold Coast, Jl Raya Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta",Rp120.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Desserts and Bakes']"
Taraso,Food Court,['Padang'],Gatot Subroto,Not Rated Yet,TIdak cukup Ulasan,-6.2421290000,106.841248000,"https://www.zomato.com/id/jakarta/taraso-gatot-subroto
","Menara Bidakara 1, Jl. Jend. Gatot Subroto Kav 71-73, Gatot Subroto, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
GFC,Quick Bites,['Makanan Cepat Saji'],Serpong Utara,Not Rated Yet,TIdak cukup Ulasan,-6.2398150000,106.676363000,"https://www.zomato.com/id/jakarta/gfc-serpong-utara
","Giant Graha, Jl. Kebayoran Utama, Serpong Utara, Tangerang",Rp60.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Suwe Ora Kopi,Kios,['Indonesia'],Pondok Gede,Not Rated Yet,TIdak cukup Ulasan,-6.2663970000,106.911271000,"https://www.zomato.com/id/jakarta/suwe-ora-kopi-pondok-gede-bekasi
","Jl. Jatiwaringin No. 62A, Pondok Gede, Bekasi",Rp50.000 untuk 2 orang (perkiraan),['Hanya Bawa Pulang']
Nobikatsu,Quick Bites,['Indonesia'],Serpong Utara,3.1,5 Ulasan,-6.2497350000,106.623900000,"https://www.zomato.com/id/jakarta/nobikatsu-2-serpong-utara-tangerang
","Ruko Pasar Modern Paramount, Jl. Kelapa Dua Raya, Blok R No. 52, Serpong Utara, Tangerang",Rp40.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ayam Geprek Hotlah,Quick Bites,['Indonesia'],Pondok Gede,Not Rated Yet,TIdak cukup Ulasan,-6.2856220000,106.936070000,"https://www.zomato.com/id/jakarta/ayam-geprek-hotlah-pondok-gede-bekasi
","Jl. Duta Indah Raya, Pondok Gede, Bekasi",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Rumoh Aceh,Quick Bites,['Aceh'],Pondok Gede,3.0,4 Ulasan,-6.2849610000,106.915945000,"https://www.zomato.com/id/jakarta/rumoh-aceh-pondok-gede-bekasi
","Jl. Raya Jati Makmur No. 12, Pondok Gede, Bekasi",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok']"
Mi Jogja Lestari,Quick Bites,['Jawa'],Pondok Gede,Not Rated Yet,TIdak cukup Ulasan,-6.2563670000,106.943969000,"https://www.zomato.com/id/jakarta/mi-jogja-lestari-pondok-gede
","Jl. Kincan Raya, Pondok Gede, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Agora Resto Corner,Quick Bites,['Makanan Cepat Saji'],Pondok Gede,3.8,9 Ulasan,-6.2594380000,106.956499000,"https://www.zomato.com/id/jakarta/agora-resto-corner-pondok-gede
","Pondok Cikunir Indah, Jl. Garuda 1 No. 1, Pondok Gede, Bekasi",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Sate Ayam Bang Amat,Food Court,"['Satay', 'Jawa']",Senopati,3.3,4 Ulasan,-6.2367252419,106.815317831,"https://www.zomato.com/id/jakarta/sate-ayam-bang-amat-senopati
","Pujasera Blok S, Food Court, Jl. Birah 7, Senopati, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Kaki5 Bersertifikat BPOM']"
Bakmi Ayam Cawang,Quick Bites,"['Bakmi', 'Bakso']",Kampung Melayu,3.8,5 Ulasan,-6.2424840000,106.875571000,"https://www.zomato.com/id/jakarta/bakmi-ayam-cawang-kampung-melayu
","Jl. Biru Laut IV No. 7, Kampung Melayu, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Koky Dimsum,Quick Bites,['Chinese'],Bekasi Timur,3.5,13 Ulasan,-6.2435450000,107.028125000,"https://www.zomato.com/id/jakarta/koky-dimsum-bekasi-timur
","Jl. Nusantara Raya, Bekasi Timur, Bekasi",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ayam Goreng Pergola,Quick Bites,"['Soto', 'Jepang', 'Indonesia']",Kemang,3.0,4 Ulasan,-6.2418052510,106.817432083,"https://www.zomato.com/id/jakarta/ayam-goreng-pergola-kemang
","Jl. Bangka Raya No. 2, Kemang, Jakarta",Rp40.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']"
RM Trissi,Quick Bites,"['Chinese', 'Seafood']",Tanjung Priok,2.9,10 Ulasan,-6.1151727211,106.880685947,"https://www.zomato.com/id/jakarta/rm-trissi-tanjung-priok
","Jl. Gorontalo No. 26B, Tanjung Priok, Jakarta",Rp50.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Sarapan', 'Pesan Antar', 'Hanya Bir', 'Tempat duduk di luar']"
Nasi Uduk Ayam Tulang Lunak,Quick Bites,['Jawa'],Mustikajaya,3.1,5 Ulasan,-6.2855055552,107.031545117,"https://www.zomato.com/id/jakarta/nasi-uduk-ayam-tulang-lunak-mustikajaya
","Ruko Pasadena, Blok R14 No. 5, Jl. Mutiara Gading Timur, Mustikajaya, Bekasi",Rp75.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Area Merokok', 'Tempat duduk di luar']"
Just Shake,Food Court,['Minuman'],Grogol,3.0,4 Ulasan,-6.1658950000,106.791979000,"https://www.zomato.com/id/jakarta/just-shake-1-grogol
","PHX Grogol, Jl. Dr. Susilo No. 342, Grogol, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ayam Geprek Juara,Quick Bites,['Indonesia'],Tambora,3.0,4 Ulasan,-6.1532580000,106.795552000,"https://www.zomato.com/id/jakarta/ayam-geprek-juara-tambora
","Seasons City, Lantai 2, Jl. Prof. Dr. Latumenten No. 33, Tambora, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
